distrito,ano,semana,casos_notificados,semana_epidemiologica
INDEPENDENCIA,2024,25,16,2024-SE25
INDEPENDENCIA,2024,26,6,2024-SE26
INDEPENDENCIA,2024,27,7,2024-SE27
INDEPENDENCIA,2024,29,2,2024-SE29
INDEPENDENCIA,2024,30,4,2024-SE30
INDEPENDENCIA,2024,32,1,2024-SE32
INDEPENDENCIA,2024,34,1,2024-SE34
INDEPENDENCIA,2024,35,3,2024-SE35
INDEPENDENCIA,2024,36,1,2024-SE36
INDEPENDENCIA,2024,38,1,2024-SE38
INDEPENDENCIA,2024,39,2,2024-SE39
INDEPENDENCIA,2024,40,3,2024-SE40
INDEPENDENCIA,2024,41,1,2024-SE41
INDEPENDENCIA,2024,42,1,2024-SE42
INDEPENDENCIA,2024,43,1,2024-SE43
INDEPENDENCIA,2024,44,1,2024-SE44
INDEPENDENCIA,2024,45,1,2024-SE45
INDEPENDENCIA,2024,48,1,2024-SE48
INDEPENDENCIA,2024,49,1,2024-SE49
JESUS MARIA,2023,15,3,2023-SE15
JESUS MARIA,2023,17,1,2023-SE17
JESUS MARIA,2023,18,4,2023-SE18
JESUS MARIA,2023,19,7,2023-SE19
JESUS MARIA,2023,20,9,2023-SE20
JESUS MARIA,2023,21,14,2023-SE21
JESUS MARIA,2023,22,7,2023-SE22
JESUS MARIA,2023,23,3,2023-SE23
JESUS MARIA,2023,24,10,2023-SE24
JESUS MARIA,2023,25,3,2023-SE25
JESUS MARIA,2023,26,5,2023-SE26
JESUS MARIA,2023,27,4,2023-SE27
JESUS MARIA,2023,28,2,2023-SE28
JESUS MARIA,2023,29,1,2023-SE29
JESUS MARIA,2023,32,2,2023-SE32
JESUS MARIA,2023,33,3,2023-SE33
JESUS MARIA,2024,7,3,2024-SE07
JESUS MARIA,2024,8,8,2024-SE08
JESUS MARIA,2024,9,4,2024-SE09
JESUS MARIA,2024,10,18,2024-SE10
JESUS MARIA,2024,11,18,2024-SE11
JESUS MARIA,2024,12,22,2024-SE12
JESUS MARIA,2024,13,19,2024-SE13
JESUS MARIA,2024,14,31,2024-SE14
JESUS MARIA,2024,15,28,2024-SE15
JESUS MARIA,2024,16,36,2024-SE16
JESUS MARIA,2024,17,35,2024-SE17
JESUS MARIA,2024,18,30,2024-SE18
JESUS MARIA,2024,19,22,2024-SE19
JESUS MARIA,2024,20,23,2024-SE20
JESUS MARIA,2024,21,14,2024-SE21
JESUS MARIA,2024,22,15,2024-SE22
JESUS MARIA,2024,23,8,2024-SE23
JESUS MARIA,2024,24,6,2024-SE24
JESUS MARIA,2024,25,8,2024-SE25
JESUS MARIA,2024,26,1,2024-SE26
JESUS MARIA,2024,29,1,2024-SE29
JESUS MARIA,2024,35,1,2024-SE35
LA MOLINA,2020,7,1,2020-SE07
LA MOLINA,2020,8,2,2020-SE08
LA MOLINA,2020,12,3,2020-SE12
LA MOLINA,2020,13,3,2020-SE13
LA MOLINA,2020,14,1,2020-SE14
LA MOLINA,2020,15,7,2020-SE15
LA MOLINA,2020,16,9,2020-SE16
LA MOLINA,2020,17,12,2020-SE17
LA MOLINA,2020,18,9,2020-SE18
LA MOLINA,2020,19,7,2020-SE19
LA MOLINA,2020,22,1,2020-SE22
LA MOLINA,2021,11,1,2021-SE11
LA MOLINA,2021,13,1,2021-SE13
LA MOLINA,2021,16,1,2021-SE16
LA MOLINA,2021,19,2,2021-SE19
LA MOLINA,2021,20,3,2021-SE20
LA MOLINA,2022,9,2,2022-SE09
LA MOLINA,2022,12,2,2022-SE12
LA MOLINA,2022,13,4,2022-SE13
LA MOLINA,2022,14,3,2022-SE14
LA MOLINA,2022,16,2,2022-SE16
LA MOLINA,2022,17,6,2022-SE17
LA MOLINA,2022,18,2,2022-SE18
LA MOLINA,2022,19,2,2022-SE19
LA MOLINA,2023,7,1,2023-SE07
LA MOLINA,2023,10,1,2023-SE10
LA MOLINA,2023,11,1,2023-SE11
LA MOLINA,2023,12,1,2023-SE12
LA MOLINA,2023,13,3,2023-SE13
LA MOLINA,2023,14,5,2023-SE14
LA MOLINA,2023,15,8,2023-SE15
LA MOLINA,2023,16,2,2023-SE16
LA MOLINA,2023,17,30,2023-SE17
LA MOLINA,2023,18,32,2023-SE18
LA MOLINA,2023,19,25,2023-SE19
LA MOLINA,2023,20,27,2023-SE20
LA MOLINA,2023,21,15,2023-SE21
LA MOLINA,2023,22,11,2023-SE22
LA MOLINA,2023,23,12,2023-SE23
LA MOLINA,2023,24,10,2023-SE24
LA MOLINA,2023,25,8,2023-SE25
LA MOLINA,2023,26,3,2023-SE26
LA MOLINA,2023,27,5,2023-SE27
LA MOLINA,2023,28,3,2023-SE28
LA MOLINA,2023,29,1,2023-SE29
LA MOLINA,2023,30,1,2023-SE30
LA MOLINA,2023,31,2,2023-SE31
LA MOLINA,2023,32,2,2023-SE32
LA MOLINA,2023,33,2,2023-SE33
LA MOLINA,2023,34,2,2023-SE34
LA MOLINA,2024,6,1,2024-SE06
LA MOLINA,2024,7,2,2024-SE07
LA MOLINA,2024,8,5,2024-SE08
LA MOLINA,2024,9,4,2024-SE09
LA MOLINA,2024,10,14,2024-SE10
LA MOLINA,2024,11,21,2024-SE11
LA MOLINA,2024,12,33,2024-SE12
LA MOLINA,2024,13,33,2024-SE13
LA MOLINA,2024,14,67,2024-SE14
LA MOLINA,2024,15,62,2024-SE15
LA MOLINA,2024,16,62,2024-SE16
LA MOLINA,2024,17,48,2024-SE17
LA MOLINA,2024,18,70,2024-SE18
LA MOLINA,2024,19,45,2024-SE19
LA MOLINA,2024,20,38,2024-SE20
LA MOLINA,2024,21,25,2024-SE21
LA MOLINA,2024,22,6,2024-SE22
LA MOLINA,2024,23,6,2024-SE23
LA MOLINA,2024,24,7,2024-SE24
LA MOLINA,2024,25,1,2024-SE25
LA MOLINA,2024,26,2,2024-SE26
LA MOLINA,2024,27,1,2024-SE27
LA MOLINA,2024,29,1,2024-SE29
LA MOLINA,2024,35,1,2024-SE35
LA VICTORIA,2017,18,1,2017-SE18
LA VICTORIA,2017,45,1,2017-SE45
LA VICTORIA,2021,12,1,2021-SE12
LA VICTORIA,2021,17,1,2021-SE17
LA VICTORIA,2023,13,1,2023-SE13
LA VICTORIA,2023,14,1,2023-SE14
LA VICTORIA,2023,15,1,2023-SE15
LA VICTORIA,2023,16,2,2023-SE16
LA VICTORIA,2023,17,5,2023-SE17
LA VICTORIA,2023,18,14,2023-SE18
LA VICTORIA,2023,19,8,2023-SE19
LA VICTORIA,2023,20,10,2023-SE20
LA VICTORIA,2023,21,7,2023-SE21
LA VICTORIA,2023,22,8,2023-SE22
LA VICTORIA,2023,23,9,2023-SE23
LA VICTORIA,2023,24,7,2023-SE24
LA VICTORIA,2023,25,8,2023-SE25
LA VICTORIA,2023,26,6,2023-SE26
LA VICTORIA,2023,27,2,2023-SE27
LA VICTORIA,2023,28,3,2023-SE28
LA VICTORIA,2023,29,1,2023-SE29
LA VICTORIA,2023,30,2,2023-SE30
LA VICTORIA,2023,31,1,2023-SE31
LA VICTORIA,2023,32,3,2023-SE32
LA VICTORIA,2023,33,2,2023-SE33
LA VICTORIA,2023,35,1,2023-SE35
LA VICTORIA,2023,36,1,2023-SE36
LA VICTORIA,2023,37,3,2023-SE37
LA VICTORIA,2023,44,2,2023-SE44
LA VICTORIA,2024,3,2,2024-SE03
LA VICTORIA,2024,5,1,2024-SE05
LA VICTORIA,2024,6,4,2024-SE06
LA VICTORIA,2024,7,3,2024-SE07
LA VICTORIA,2024,8,7,2024-SE08
LA VICTORIA,2024,9,18,2024-SE09
LA VICTORIA,2024,10,21,2024-SE10
LA VICTORIA,2024,11,34,2024-SE11
LA VICTORIA,2024,12,38,2024-SE12
LA VICTORIA,2024,13,38,2024-SE13
LA VICTORIA,2024,14,39,2024-SE14
LA VICTORIA,2024,15,44,2024-SE15
LA VICTORIA,2024,16,51,2024-SE16
LA VICTORIA,2024,17,46,2024-SE17
LA VICTORIA,2024,18,52,2024-SE18
LA VICTORIA,2024,19,40,2024-SE19
LA VICTORIA,2024,20,42,2024-SE20
LA VICTORIA,2024,21,25,2024-SE21
LA VICTORIA,2024,22,9,2024-SE22
LA VICTORIA,2024,23,4,2024-SE23
LA VICTORIA,2024,24,6,2024-SE24
LA VICTORIA,2024,25,5,2024-SE25
LA VICTORIA,2024,26,2,2024-SE26
LA VICTORIA,2024,27,2,2024-SE27
LA VICTORIA,2024,29,1,2024-SE29
LA VICTORIA,2024,36,1,2024-SE36
LIMA,2017,15,1,2017-SE15
LIMA,2017,16,1,2017-SE16
LIMA,2017,19,1,2017-SE19
LIMA,2017,21,1,2017-SE21
LIMA,2017,23,2,2017-SE23
LIMA,2020,9,1,2020-SE09
LIMA,2020,11,1,2020-SE11
LIMA,2020,13,1,2020-SE13
LIMA,2020,17,1,2020-SE17
LIMA,2020,34,1,2020-SE34
LIMA,2021,6,1,2021-SE06
LIMA,2021,7,1,2021-SE07
LIMA,2021,8,1,2021-SE08
LIMA,2021,9,1,2021-SE09
LIMA,2021,10,10,2021-SE10
LIMA,2021,11,52,2021-SE11
LIMA,2021,12,31,2021-SE12
LIMA,2021,13,9,2021-SE13
LIMA,2021,14,4,2021-SE14
LIMA,2021,15,2,2021-SE15
LIMA,2021,16,1,2021-SE16
LIMA,2021,17,1,2021-SE17
LIMA,2021,32,1,2021-SE32
LIMA,2022,18,1,2022-SE18
LIMA,2022,20,1,2022-SE20
LIMA,2022,21,1,2022-SE21
LIMA,2022,44,1,2022-SE44
LIMA,2023,8,1,2023-SE08
LIMA,2023,12,1,2023-SE12
LIMA,2023,15,1,2023-SE15
LIMA,2023,16,4,2023-SE16
LIMA,2023,17,1,2023-SE17
LIMA,2023,18,11,2023-SE18
LIMA,2023,19,21,2023-SE19
LIMA,2023,20,33,2023-SE20
LIMA,2023,21,34,2023-SE21
LIMA,2023,22,43,2023-SE22
LIMA,2023,23,35,2023-SE23
LIMA,2023,24,28,2023-SE24
LIMA,2023,25,19,2023-SE25
LIMA,2023,26,16,2023-SE26
LIMA,2023,27,18,2023-SE27
LIMA,2023,28,10,2023-SE28
LIMA,2023,29,12,2023-SE29
LIMA,2023,30,9,2023-SE30
LIMA,2023,31,8,2023-SE31
LIMA,2023,32,15,2023-SE32
LIMA,2023,33,4,2023-SE33
LIMA,2023,34,3,2023-SE34
LIMA,2023,35,2,2023-SE35
LIMA,2023,36,1,2023-SE36
LIMA,2023,37,1,2023-SE37
LIMA,2023,38,2,2023-SE38
LIMA,2023,39,1,2023-SE39
LIMA,2023,41,1,2023-SE41
LIMA,2023,42,1,2023-SE42
LIMA,2023,43,1,2023-SE43
LIMA,2023,46,2,2023-SE46
LIMA,2023,52,2,2023-SE52
LIMA,2024,5,4,2024-SE05
LIMA,2024,6,3,2024-SE06
LIMA,2024,7,4,2024-SE07
LIMA,2024,8,23,2024-SE08
LIMA,2024,9,30,2024-SE09
LIMA,2024,10,40,2024-SE10
LIMA,2024,11,70,2024-SE11
LIMA,2024,12,78,2024-SE12
LIMA,2024,13,97,2024-SE13
LIMA,2024,14,129,2024-SE14
LIMA,2024,15,113,2024-SE15
LIMA,2024,16,144,2024-SE16
LIMA,2024,17,134,2024-SE17
LIMA,2024,18,125,2024-SE18
LIMA,2024,19,103,2024-SE19
LIMA,2024,20,95,2024-SE20
LIMA,2024,21,56,2024-SE21
LIMA,2024,22,30,2024-SE22
LIMA,2024,23,20,2024-SE23
LIMA,2024,24,23,2024-SE24
LIMA,2024,25,9,2024-SE25
LIMA,2024,26,1,2024-SE26
LIMA,2024,27,4,2024-SE27
LIMA,2024,29,1,2024-SE29
LIMA,2024,33,1,2024-SE33
LIMA,2024,34,1,2024-SE34
LIMA,2024,36,1,2024-SE36
LIMA,2024,45,2,2024-SE45
LIMA,2024,51,1,2024-SE51
LIMA,2024,52,1,2024-SE52
LINCE,2021,13,1,2021-SE13
LINCE,2021,48,1,2021-SE48
LINCE,2023,14,1,2023-SE14
LINCE,2023,15,3,2023-SE15
LINCE,2023,16,3,2023-SE16
LINCE,2023,17,7,2023-SE17
LINCE,2023,18,8,2023-SE18
LINCE,2023,19,11,2023-SE19
LINCE,2023,20,3,2023-SE20
LINCE,2023,21,8,2023-SE21
LINCE,2023,22,7,2023-SE22
LINCE,2023,23,3,2023-SE23
LINCE,2023,24,3,2023-SE24
LINCE,2023,25,5,2023-SE25
LINCE,2023,26,3,2023-SE26
LINCE,2023,27,2,2023-SE27
LINCE,2023,29,1,2023-SE29
LINCE,2023,30,1,2023-SE30
LINCE,2023,33,1,2023-SE33
LINCE,2023,38,2,2023-SE38
LINCE,2023,50,2,2023-SE50
LINCE,2024,7,1,2024-SE07
LINCE,2024,8,3,2024-SE08
LINCE,2024,9,9,2024-SE09
LINCE,2024,10,8,2024-SE10
LINCE,2024,11,6,2024-SE11
LINCE,2024,12,10,2024-SE12
LINCE,2024,13,17,2024-SE13
LINCE,2024,14,25,2024-SE14
LINCE,2024,15,29,2024-SE15
LINCE,2024,16,25,2024-SE16
LINCE,2024,17,23,2024-SE17
LINCE,2024,18,23,2024-SE18
LINCE,2024,19,15,2024-SE19
LINCE,2024,20,16,2024-SE20
LINCE,2024,21,9,2024-SE21
LINCE,2024,22,7,2024-SE22
LINCE,2024,23,7,2024-SE23
LINCE,2024,24,4,2024-SE24
LINCE,2024,26,1,2024-SE26
LINCE,2024,28,1,2024-SE28
LOS OLIVOS,2005,15,1,2005-SE15
LOS OLIVOS,2005,16,1,2005-SE16
LOS OLIVOS,2005,17,1,2005-SE17
LOS OLIVOS,2007,35,2,2007-SE35
LOS OLIVOS,2007,50,1,2007-SE50
LOS OLIVOS,2009,7,1,2009-SE07
LOS OLIVOS,2012,16,1,2012-SE16
LOS OLIVOS,2012,17,1,2012-SE17
LOS OLIVOS,2012,19,5,2012-SE19
LOS OLIVOS,2012,20,1,2012-SE20
LOS OLIVOS,2012,21,6,2012-SE21
LOS OLIVOS,2012,27,1,2012-SE27
LOS OLIVOS,2012,35,1,2012-SE35
LOS OLIVOS,2017,22,1,2017-SE22
LOS OLIVOS,2017,23,1,2017-SE23
LOS OLIVOS,2017,26,1,2017-SE26
LOS OLIVOS,2018,3,1,2018-SE03
LOS OLIVOS,2018,19,1,2018-SE19
LOS OLIVOS,2020,11,1,2020-SE11
LOS OLIVOS,2020,12,1,2020-SE12
LOS OLIVOS,2020,45,1,2020-SE45
LOS OLIVOS,2020,47,1,2020-SE47
LOS OLIVOS,2021,12,2,2021-SE12
LOS OLIVOS,2021,14,1,2021-SE14
LOS OLIVOS,2021,22,1,2021-SE22
LOS OLIVOS,2022,10,1,2022-SE10
LOS OLIVOS,2022,11,1,2022-SE11
LOS OLIVOS,2022,13,1,2022-SE13
LOS OLIVOS,2022,15,1,2022-SE15
LOS OLIVOS,2022,16,3,2022-SE16
LOS OLIVOS,2022,17,3,2022-SE17
LOS OLIVOS,2022,19,1,2022-SE19
LOS OLIVOS,2022,20,1,2022-SE20
LOS OLIVOS,2022,37,1,2022-SE37
LOS OLIVOS,2023,10,1,2023-SE10
LOS OLIVOS,2023,11,1,2023-SE11
LOS OLIVOS,2023,13,1,2023-SE13
LOS OLIVOS,2023,14,1,2023-SE14
LOS OLIVOS,2023,15,1,2023-SE15
LOS OLIVOS,2023,16,17,2023-SE16
LOS OLIVOS,2023,17,21,2023-SE17
LOS OLIVOS,2023,18,43,2023-SE18
LOS OLIVOS,2023,19,70,2023-SE19
LOS OLIVOS,2023,20,86,2023-SE20
LOS OLIVOS,2023,21,69,2023-SE21
LOS OLIVOS,2023,22,95,2023-SE22
LOS OLIVOS,2023,23,77,2023-SE23
LOS OLIVOS,2023,24,71,2023-SE24
LOS OLIVOS,2023,25,59,2023-SE25
LOS OLIVOS,2023,26,34,2023-SE26
LOS OLIVOS,2023,27,31,2023-SE27
LOS OLIVOS,2023,28,22,2023-SE28
LOS OLIVOS,2023,29,20,2023-SE29
LOS OLIVOS,2023,30,8,2023-SE30
LOS OLIVOS,2023,31,12,2023-SE31
LOS OLIVOS,2023,32,11,2023-SE32
LOS OLIVOS,2023,33,8,2023-SE33
LOS OLIVOS,2023,34,7,2023-SE34
LOS OLIVOS,2023,35,2,2023-SE35
LOS OLIVOS,2023,36,4,2023-SE36
LOS OLIVOS,2023,37,5,2023-SE37
LOS OLIVOS,2023,38,1,2023-SE38
LOS OLIVOS,2023,39,3,2023-SE39
LOS OLIVOS,2023,40,2,2023-SE40
LOS OLIVOS,2023,41,1,2023-SE41
LOS OLIVOS,2023,42,1,2023-SE42
LOS OLIVOS,2023,45,1,2023-SE45
LOS OLIVOS,2023,47,1,2023-SE47
LOS OLIVOS,2023,50,1,2023-SE50
LOS OLIVOS,2023,52,3,2023-SE52
LOS OLIVOS,2024,2,1,2024-SE02
LOS OLIVOS,2024,4,2,2024-SE04
LOS OLIVOS,2024,5,2,2024-SE05
LOS OLIVOS,2024,6,8,2024-SE06
LOS OLIVOS,2024,7,7,2024-SE07
LOS OLIVOS,2024,8,22,2024-SE08
LOS OLIVOS,2024,9,45,2024-SE09
LOS OLIVOS,2024,10,82,2024-SE10
LOS OLIVOS,2024,11,120,2024-SE11
LOS OLIVOS,2024,12,114,2024-SE12
LOS OLIVOS,2024,13,128,2024-SE13
LOS OLIVOS,2024,14,192,2024-SE14
LOS OLIVOS,2024,15,197,2024-SE15
LOS OLIVOS,2024,16,179,2024-SE16
LOS OLIVOS,2024,17,148,2024-SE17
LOS OLIVOS,2024,18,152,2024-SE18
LOS OLIVOS,2024,19,114,2024-SE19
LOS OLIVOS,2024,20,88,2024-SE20
LOS OLIVOS,2024,21,58,2024-SE21
LOS OLIVOS,2024,22,40,2024-SE22
LOS OLIVOS,2024,23,26,2024-SE23
LOS OLIVOS,2024,24,9,2024-SE24
LOS OLIVOS,2024,25,10,2024-SE25
LOS OLIVOS,2024,26,10,2024-SE26
LOS OLIVOS,2024,27,2,2024-SE27
LOS OLIVOS,2024,28,4,2024-SE28
LOS OLIVOS,2024,29,3,2024-SE29
LOS OLIVOS,2024,30,1,2024-SE30
LOS OLIVOS,2024,31,3,2024-SE31
LOS OLIVOS,2024,32,1,2024-SE32
LOS OLIVOS,2024,37,1,2024-SE37
LOS OLIVOS,2024,38,1,2024-SE38
LOS OLIVOS,2024,39,1,2024-SE39
LOS OLIVOS,2024,40,4,2024-SE40
LOS OLIVOS,2024,41,1,2024-SE41
LOS OLIVOS,2024,44,2,2024-SE44
LOS OLIVOS,2024,49,1,2024-SE49
LOS OLIVOS,2024,52,2,2024-SE52
LUNAHUANA,2023,16,1,2023-SE16
LUNAHUANA,2023,49,1,2023-SE49
LUNAHUANA,2023,51,1,2023-SE51
LUNAHUANA,2024,8,1,2024-SE08
LUNAHUANA,2024,9,3,2024-SE09
LUNAHUANA,2024,10,2,2024-SE10
LUNAHUANA,2024,11,2,2024-SE11
LUNAHUANA,2024,12,2,2024-SE12
LUNAHUANA,2024,13,6,2024-SE13
LUNAHUANA,2024,14,2,2024-SE14
LUNAHUANA,2024,15,1,2024-SE15
LUNAHUANA,2024,16,2,2024-SE16
LUNAHUANA,2024,17,2,2024-SE17
LUNAHUANA,2024,18,2,2024-SE18
LUNAHUANA,2024,19,1,2024-SE19
LUNAHUANA,2024,20,3,2024-SE20
LUNAHUANA,2024,22,1,2024-SE22
LUNAHUANA,2024,48,1,2024-SE48
LURIGANCHO,2005,3,1,2005-SE03
LURIGANCHO,2005,17,1,2005-SE17
LURIGANCHO,2005,18,1,2005-SE18
LURIGANCHO,2005,19,1,2005-SE19
LURIGANCHO,2005,20,3,2005-SE20
LURIGANCHO,2005,33,1,2005-SE33
LURIGANCHO,2005,48,2,2005-SE48
LURIGANCHO,2006,39,1,2006-SE39
LURIGANCHO,2006,42,1,2006-SE42
LURIGANCHO,2017,9,2,2017-SE09
LURIGANCHO,2017,12,1,2017-SE12
LURIGANCHO,2017,13,1,2017-SE13
LURIGANCHO,2017,15,6,2017-SE15
LURIGANCHO,2017,16,5,2017-SE16
LURIGANCHO,2017,17,5,2017-SE17
LURIGANCHO,2017,18,8,2017-SE18
LURIGANCHO,2017,19,8,2017-SE19
LURIGANCHO,2017,20,3,2017-SE20
LURIGANCHO,2017,23,1,2017-SE23
LURIGANCHO,2017,24,2,2017-SE24
LURIGANCHO,2019,4,1,2019-SE04
LURIGANCHO,2019,5,1,2019-SE05
LURIGANCHO,2019,6,1,2019-SE06
LURIGANCHO,2019,7,8,2019-SE07
LURIGANCHO,2019,8,6,2019-SE08
LURIGANCHO,2019,9,8,2019-SE09
LURIGANCHO,2019,10,12,2019-SE10
LURIGANCHO,2019,11,1,2019-SE11
LURIGANCHO,2019,12,4,2019-SE12
LURIGANCHO,2019,17,2,2019-SE17
LURIGANCHO,2021,6,1,2021-SE06
LURIGANCHO,2021,9,1,2021-SE09
LURIGANCHO,2021,10,10,2021-SE10
LURIGANCHO,2021,11,17,2021-SE11
LURIGANCHO,2021,12,44,2021-SE12
LURIGANCHO,2021,13,38,2021-SE13
LURIGANCHO,2021,14,41,2021-SE14
LURIGANCHO,2021,15,61,2021-SE15
LURIGANCHO,2021,16,74,2021-SE16
LURIGANCHO,2021,17,43,2021-SE17
LURIGANCHO,2021,18,46,2021-SE18
LURIGANCHO,2021,19,38,2021-SE19
LURIGANCHO,2021,20,26,2021-SE20
LURIGANCHO,2021,21,15,2021-SE21
LURIGANCHO,2021,22,12,2021-SE22
LURIGANCHO,2021,23,5,2021-SE23
LURIGANCHO,2021,24,1,2021-SE24
LURIGANCHO,2021,25,1,2021-SE25
LURIGANCHO,2021,26,2,2021-SE26
LURIGANCHO,2021,27,4,2021-SE27
LURIGANCHO,2021,29,1,2021-SE29
LURIGANCHO,2021,30,1,2021-SE30
LURIGANCHO,2022,7,3,2022-SE07
LURIGANCHO,2022,8,4,2022-SE08
LURIGANCHO,2022,9,2,2022-SE09
LURIGANCHO,2022,10,4,2022-SE10
LURIGANCHO,2022,11,1,2022-SE11
LURIGANCHO,2022,13,3,2022-SE13
LURIGANCHO,2022,14,2,2022-SE14
LURIGANCHO,2022,15,4,2022-SE15
LURIGANCHO,2022,16,6,2022-SE16
LURIGANCHO,2022,17,8,2022-SE17
LURIGANCHO,2022,18,11,2022-SE18
LURIGANCHO,2022,19,10,2022-SE19
LURIGANCHO,2022,20,5,2022-SE20
LURIGANCHO,2022,21,8,2022-SE21
LURIGANCHO,2022,22,2,2022-SE22
LURIGANCHO,2022,23,3,2022-SE23
LURIGANCHO,2022,24,2,2022-SE24
LURIGANCHO,2022,25,2,2022-SE25
LURIGANCHO,2022,26,1,2022-SE26
LURIGANCHO,2022,27,1,2022-SE27
LURIGANCHO,2022,28,1,2022-SE28
LURIGANCHO,2022,31,1,2022-SE31
LURIGANCHO,2023,3,1,2023-SE03
LURIGANCHO,2023,5,1,2023-SE05
LURIGANCHO,2023,6,1,2023-SE06
LURIGANCHO,2023,7,1,2023-SE07
LURIGANCHO,2023,11,2,2023-SE11
LURIGANCHO,2023,12,7,2023-SE12
LURIGANCHO,2023,13,5,2023-SE13
LURIGANCHO,2023,14,10,2023-SE14
LURIGANCHO,2023,15,18,2023-SE15
LURIGANCHO,2023,16,55,2023-SE16
LURIGANCHO,2023,17,60,2023-SE17
LURIGANCHO,2023,18,80,2023-SE18
LURIGANCHO,2023,19,117,2023-SE19
LURIGANCHO,2023,20,108,2023-SE20
LURIGANCHO,2023,21,97,2023-SE21
LURIGANCHO,2023,22,72,2023-SE22
LURIGANCHO,2023,23,80,2023-SE23
LURIGANCHO,2023,24,56,2023-SE24
LURIGANCHO,2023,25,48,2023-SE25
LURIGANCHO,2023,26,25,2023-SE26
LURIGANCHO,2023,27,38,2023-SE27
LURIGANCHO,2023,28,20,2023-SE28
LURIGANCHO,2023,29,16,2023-SE29
LURIGANCHO,2023,30,5,2023-SE30
LURIGANCHO,2023,31,5,2023-SE31
LURIGANCHO,2023,32,11,2023-SE32
LURIGANCHO,2023,33,2,2023-SE33
LURIGANCHO,2023,34,2,2023-SE34
LURIGANCHO,2023,35,2,2023-SE35
LURIGANCHO,2023,36,2,2023-SE36
LURIGANCHO,2023,37,2,2023-SE37
LURIGANCHO,2023,39,1,2023-SE39
LURIGANCHO,2023,42,3,2023-SE42
LURIGANCHO,2023,43,1,2023-SE43
LURIGANCHO,2023,44,1,2023-SE44
LURIGANCHO,2023,45,1,2023-SE45
LURIGANCHO,2023,46,2,2023-SE46
LURIGANCHO,2023,47,6,2023-SE47
LURIGANCHO,2023,48,2,2023-SE48
LURIGANCHO,2023,49,6,2023-SE49
LURIGANCHO,2023,50,6,2023-SE50
LURIGANCHO,2023,51,6,2023-SE51
LURIGANCHO,2023,52,3,2023-SE52
LURIGANCHO,2024,1,7,2024-SE01
LURIGANCHO,2024,2,2,2024-SE02
LURIGANCHO,2024,3,8,2024-SE03
LURIGANCHO,2024,4,7,2024-SE04
LURIGANCHO,2024,5,16,2024-SE05
LURIGANCHO,2024,6,25,2024-SE06
LURIGANCHO,2024,7,36,2024-SE07
LURIGANCHO,2024,8,39,2024-SE08
LURIGANCHO,2024,9,79,2024-SE09
LURIGANCHO,2024,10,110,2024-SE10
LURIGANCHO,2024,11,116,2024-SE11
LURIGANCHO,2024,12,146,2024-SE12
LURIGANCHO,2024,13,172,2024-SE13
LURIGANCHO,2024,14,231,2024-SE14
LURIGANCHO,2024,15,264,2024-SE15
LURIGANCHO,2024,16,279,2024-SE16
LURIGANCHO,2024,17,247,2024-SE17
LURIGANCHO,2024,18,249,2024-SE18
LURIGANCHO,2024,19,260,2024-SE19
LURIGANCHO,2024,20,228,2024-SE20
LURIGANCHO,2024,21,181,2024-SE21
LURIGANCHO,2024,22,142,2024-SE22
LURIGANCHO,2024,23,85,2024-SE23
LURIGANCHO,2024,24,57,2024-SE24
LURIGANCHO,2024,25,50,2024-SE25
LURIGANCHO,2024,26,31,2024-SE26
LURIGANCHO,2024,27,34,2024-SE27
LURIGANCHO,2024,28,14,2024-SE28
LURIGANCHO,2024,29,8,2024-SE29
LURIGANCHO,2024,30,7,2024-SE30
LURIGANCHO,2024,31,4,2024-SE31
LURIGANCHO,2024,32,3,2024-SE32
LURIGANCHO,2024,33,1,2024-SE33
LURIGANCHO,2024,34,5,2024-SE34
LURIGANCHO,2024,35,1,2024-SE35
LURIGANCHO,2024,36,1,2024-SE36
LURIGANCHO,2024,37,3,2024-SE37
LURIGANCHO,2024,38,2,2024-SE38
LURIGANCHO,2024,39,3,2024-SE39
LURIGANCHO,2024,46,1,2024-SE46
LURIN,2021,18,1,2021-SE18
LURIN,2021,19,1,2021-SE19
LURIN,2023,9,1,2023-SE09
LURIN,2023,15,1,2023-SE15
LURIN,2023,16,7,2023-SE16
LURIN,2023,17,7,2023-SE17
LURIN,2023,18,12,2023-SE18
LURIN,2023,19,13,2023-SE19
LURIN,2023,20,11,2023-SE20
LURIN,2023,21,6,2023-SE21
LURIN,2023,22,1,2023-SE22
LURIN,2023,23,7,2023-SE23
LURIN,2023,24,1,2023-SE24
LURIN,2023,25,5,2023-SE25
LURIN,2023,26,1,2023-SE26
LURIN,2023,27,1,2023-SE27
LURIN,2023,28,3,2023-SE28
LURIN,2023,29,1,2023-SE29
LURIN,2023,30,3,2023-SE30
LURIN,2023,35,1,2023-SE35
LURIN,2023,47,1,2023-SE47
LURIN,2024,6,1,2024-SE06
LURIN,2024,7,4,2024-SE07
LURIN,2024,8,4,2024-SE08
LURIN,2024,9,14,2024-SE09
LURIN,2024,10,41,2024-SE10
LURIN,2024,11,32,2024-SE11
LURIN,2024,12,40,2024-SE12
LURIN,2024,13,49,2024-SE13
LURIN,2024,14,78,2024-SE14
LURIN,2024,15,69,2024-SE15
LURIN,2024,16,76,2024-SE16
LURIN,2024,17,63,2024-SE17
